ID,Branch,City,Customer_type,gender,Product_line,Unit_price,Quantity,Total,cogs,gross_income,rating,new_date,year_added,month_added
268-03-6164,B,Mandalay,Normal,Male,"Health and beauty",96.11,1,100.9155,96.11,4.8055,7.8,2019-01-25,2019,Jan
750-57-9686,C,Naypyitaw,Normal,Female,"Home and lifestyle",45.38,4,190.596,181.52,9.076,8.7,2019-01-08,2019,Jan
186-09-3669,C,Naypyitaw,Member,Female,"Health and beauty",81.51,1,85.5855,81.51,4.0755,9.2,2019-01-22,2019,Jan
848-07-1692,B,Mandalay,Normal,Female,"Health and beauty",57.22,2,120.162,114.44,5.722,8.3,2019-01-12,2019,Jan
745-71-3520,A,Yangon,Member,Female,"Electronic accessories",25.22,7,185.367,176.54,8.827,8.2,2019-02-04,2019,Feb
266-76-6436,C,Naypyitaw,Member,Female,"Food and beverages",38.6,3,121.59,115.8,5.79,7.5,2019-03-28,2019,Mar
740-22-2500,C,Naypyitaw,Normal,Female,"Electronic accessories",84.05,3,264.7575,252.15,12.6075,9.8,2019-01-23,2019,Jan
271-88-8734,C,Naypyitaw,Member,Female,"Fashion accessories",97.21,10,1020.705,972.1,48.605,8.7,2019-02-08,2019,Feb
301-81-8610,B,Mandalay,Member,Male,"Fashion accessories",25.42,8,213.528,203.36,10.168,6.7,2019-03-19,2019,Mar
489-64-4354,C,Naypyitaw,Normal,Male,"Fashion accessories",16.28,1,17.094,16.28,0.814,5,2019-03-09,2019,Mar
198-84-7132,B,Mandalay,Member,Male,"Fashion accessories",40.61,9,383.7645,365.49,18.2745,7,2019-01-02,2019,Jan
269-10-8440,A,Yangon,Member,Male,"Health and beauty",53.17,7,390.7995,372.19,18.6095,8.9,2019-01-21,2019,Jan
650-98-6268,B,Mandalay,Member,Female,"Food and beverages",20.87,3,65.7405,62.61,3.1305,8,2019-03-20,2019,Mar
741-73-3559,B,Mandalay,Normal,Male,"Sports and travel",67.27,5,353.1675,336.35,16.8175,6.9,2019-02-27,2019,Feb
325-77-6186,A,Yangon,Member,Female,"Home and lifestyle",90.65,10,951.825,906.5,45.325,7.3,2019-03-08,2019,Mar
286-75-7818,B,Mandalay,Normal,Male,"Fashion accessories",69.08,2,145.068,138.16,6.908,6.9,2019-01-31,2019,Jan
574-57-9721,C,Naypyitaw,Normal,Male,"Food and beverages",43.27,2,90.867,86.54,4.327,5.7,2019-03-08,2019,Mar
459-50-7686,A,Yangon,Normal,Female,"Electronic accessories",23.46,6,147.798,140.76,7.038,6.4,2019-01-13,2019,Jan
616-87-0016,B,Mandalay,Normal,Male,"Fashion accessories",95.54,7,702.219,668.78,33.439,9.6,2019-03-09,2019,Mar
837-55-7229,B,Mandalay,Normal,Female,"Fashion accessories",47.44,1,49.812,47.44,2.372,6.8,2019-02-22,2019,Feb
751-69-0068,C,Naypyitaw,Normal,Male,"Sports and travel",99.24,9,937.818,893.16,44.658,9,2019-03-19,2019,Mar
257-73-1380,C,Naypyitaw,Member,Male,"Sports and travel",82.93,4,348.306,331.72,16.586,9.6,2019-01-20,2019,Jan
345-08-4992,A,Yangon,Normal,Male,"Home and lifestyle",33.99,6,214.137,203.94,10.197,7.7,2019-03-08,2019,Mar
549-96-4200,C,Naypyitaw,Member,Male,"Food and beverages",17.04,4,71.568,68.16,3.408,7,2019-03-08,2019,Mar
810-60-6344,C,Naypyitaw,Normal,Female,"Electronic accessories",40.86,8,343.224,326.88,16.344,6.5,2019-02-07,2019,Feb
450-28-2866,C,Naypyitaw,Member,Male,"Food and beverages",17.44,5,91.56,87.2,4.36,8.1,2019-01-15,2019,Jan
394-30-3170,B,Mandalay,Member,Female,"Sports and travel",88.43,8,742.812,707.44,35.372,4.3,2019-03-22,2019,Mar
138-17-5109,A,Yangon,Member,Female,"Home and lifestyle",89.21,9,843.0345,802.89,40.1445,6.5,2019-01-15,2019,Jan
192-98-7397,C,Naypyitaw,Normal,Male,"Fashion accessories",12.78,1,13.419,12.78,0.639,9.5,2019-01-08,2019,Jan
301-11-9629,A,Yangon,Normal,Female,"Sports and travel",19.1,7,140.385,133.7,6.685,9.7,2019-01-15,2019,Jan
390-80-5128,B,Mandalay,Member,Female,"Health and beauty",19.15,1,20.1075,19.15,0.9575,9.5,2019-01-28,2019,Jan
235-46-8343,C,Naypyitaw,Member,Male,"Food and beverages",27.66,10,290.43,276.6,13.83,8.9,2019-02-14,2019,Feb
453-12-7053,C,Naypyitaw,Normal,Male,"Fashion accessories",45.74,3,144.081,137.22,6.861,6.5,2019-03-10,2019,Mar
296-11-7041,B,Mandalay,Member,Female,"Health and beauty",27.07,1,28.4235,27.07,1.3535,5.3,2019-01-12,2019,Jan
449-27-2918,B,Mandalay,Member,Female,"Sports and travel",39.12,1,41.076,39.12,1.956,9.6,2019-03-26,2019,Mar
891-01-7034,B,Mandalay,Normal,Female,"Electronic accessories",74.71,6,470.673,448.26,22.413,6.7,2019-01-01,2019,Jan
744-09-5786,B,Mandalay,Normal,Male,"Electronic accessories",22.01,6,138.663,132.06,6.603,7.6,2019-01-02,2019,Jan
727-17-0390,A,Yangon,Normal,Female,"Food and beverages",63.61,5,333.9525,318.05,15.9025,4.8,2019-03-16,2019,Mar
568-88-3448,A,Yangon,Normal,Male,"Health and beauty",25,1,26.25,25,1.25,5.5,2019-03-03,2019,Mar
187-83-5490,A,Yangon,Member,Male,"Electronic accessories",20.77,4,87.234,83.08,4.154,4.7,2019-01-31,2019,Jan
767-54-1907,B,Mandalay,Member,Female,"Fashion accessories",29.56,5,155.19,147.8,7.39,6.9,2019-02-13,2019,Feb
710-46-4433,B,Mandalay,Member,Female,"Food and beverages",77.4,9,731.43,696.6,34.83,4.5,2019-02-15,2019,Feb
533-33-5337,B,Mandalay,Normal,Male,"Electronic accessories",79.39,10,833.595,793.9,39.695,6.2,2019-02-07,2019,Feb
325-90-8763,C,Naypyitaw,Member,Female,"Electronic accessories",46.57,10,488.985,465.7,23.285,7.6,2019-01-27,2019,Jan
729-46-7422,C,Naypyitaw,Normal,Male,"Food and beverages",35.89,1,37.6845,35.89,1.7945,7.9,2019-02-23,2019,Feb
639-76-1242,C,Naypyitaw,Normal,Male,"Food and beverages",40.52,5,212.73,202.6,10.13,4.5,2019-02-03,2019,Feb
234-03-4040,B,Mandalay,Member,Female,"Food and beverages",73.05,10,767.025,730.5,36.525,8.7,2019-03-03,2019,Mar
326-71-2155,C,Naypyitaw,Normal,Female,"Sports and travel",73.95,4,310.59,295.8,14.79,6.1,2019-02-03,2019,Feb
320-32-8842,C,Naypyitaw,Member,Female,"Food and beverages",22.62,1,23.751,22.62,1.131,6.4,2019-03-17,2019,Mar
470-32-9057,A,Yangon,Member,Male,"Food and beverages",51.34,5,269.535,256.7,12.835,9.1,2019-03-28,2019,Mar
878-30-2331,C,Naypyitaw,Member,Female,"Sports and travel",54.55,10,572.775,545.5,27.275,7.1,2019-03-02,2019,Mar
440-59-5691,C,Naypyitaw,Member,Female,"Health and beauty",37.15,7,273.0525,260.05,13.0025,7.7,2019-02-08,2019,Feb
554-53-3790,B,Mandalay,Normal,Male,"Sports and travel",37.02,6,233.226,222.12,11.106,4.5,2019-03-22,2019,Mar
746-19-0921,C,Naypyitaw,Normal,Male,"Food and beverages",21.58,1,22.659,21.58,1.079,7.2,2019-02-09,2019,Feb
233-34-0817,C,Naypyitaw,Member,Female,"Electronic accessories",98.84,1,103.782,98.84,4.942,8.4,2019-02-15,2019,Feb
767-05-1286,C,Naypyitaw,Member,Female,"Home and lifestyle",83.77,6,527.751,502.62,25.131,5.4,2019-01-23,2019,Jan
340-21-9136,A,Yangon,Member,Female,"Sports and travel",40.05,4,168.21,160.2,8.01,9.7,2019-01-25,2019,Jan
405-31-3305,A,Yangon,Member,Male,"Fashion accessories",43.13,10,452.865,431.3,21.565,5.5,2019-02-02,2019,Feb
731-59-7531,B,Mandalay,Member,Male,"Health and beauty",72.57,8,609.588,580.56,29.028,4.6,2019-03-30,2019,Mar
676-39-6028,A,Yangon,Member,Female,"Electronic accessories",64.44,5,338.31,322.2,16.11,6.6,2019-03-30,2019,Mar
502-05-1910,A,Yangon,Normal,Male,"Health and beauty",65.18,3,205.317,195.54,9.777,6.3,2019-02-25,2019,Feb
485-30-8700,A,Yangon,Normal,Female,"Sports and travel",33.26,5,174.615,166.3,8.315,4.2,2019-03-18,2019,Mar
598-47-9715,C,Naypyitaw,Normal,Male,"Electronic accessories",84.07,4,353.094,336.28,16.814,4.4,2019-03-07,2019,Mar
701-69-8742,B,Mandalay,Normal,Male,"Sports and travel",34.37,10,360.885,343.7,17.185,6.7,2019-03-16,2019,Mar
575-67-1508,A,Yangon,Normal,Male,"Electronic accessories",38.6,1,40.53,38.6,1.93,6.7,2019-01-29,2019,Jan
541-08-3113,C,Naypyitaw,Normal,Male,"Food and beverages",65.97,8,554.148,527.76,26.388,8.4,2019-02-02,2019,Feb
246-11-3901,C,Naypyitaw,Normal,Female,"Electronic accessories",32.8,10,344.4,328,16.4,6.2,2019-02-15,2019,Feb
674-15-9296,A,Yangon,Normal,Male,"Sports and travel",37.14,5,194.985,185.7,9.285,5,2019-01-08,2019,Jan
305-18-3552,B,Mandalay,Member,Male,"Home and lifestyle",60.38,10,633.99,603.8,30.19,6,2019-02-12,2019,Feb
493-65-6248,C,Naypyitaw,Member,Female,"Sports and travel",36.98,10,388.29,369.8,18.49,7,2019-01-01,2019,Jan
438-01-4015,B,Mandalay,Member,Female,"Sports and travel",49.49,4,207.858,197.96,9.898,6.6,2019-03-21,2019,Mar
709-58-4068,B,Mandalay,Normal,Female,"Fashion accessories",41.09,10,431.445,410.9,20.545,7.3,2019-02-28,2019,Feb
795-49-7276,A,Yangon,Normal,Male,"Fashion accessories",37.15,4,156.03,148.6,7.43,8.3,2019-03-23,2019,Mar
556-72-8512,C,Naypyitaw,Normal,Male,"Home and lifestyle",22.96,1,24.108,22.96,1.148,4.3,2019-01-30,2019,Jan
627-95-3243,B,Mandalay,Member,Female,"Home and lifestyle",77.68,9,734.076,699.12,34.956,9.8,2019-02-04,2019,Feb
686-41-0932,B,Mandalay,Normal,Female,"Fashion accessories",34.7,2,72.87,69.4,3.47,8.2,2019-03-13,2019,Mar
510-09-5628,A,Yangon,Member,Female,"Fashion accessories",19.66,10,206.43,196.6,9.83,7.2,2019-03-15,2019,Mar
608-04-3797,B,Mandalay,Member,Female,"Health and beauty",25.32,8,212.688,202.56,10.128,8.7,2019-03-05,2019,Mar
148-82-2527,C,Naypyitaw,Member,Female,"Home and lifestyle",12.12,10,127.26,121.2,6.06,8.4,2019-03-05,2019,Mar
437-53-3084,B,Mandalay,Normal,Male,"Fashion accessories",99.89,2,209.769,199.78,9.989,7.1,2019-02-26,2019,Feb
632-32-4574,B,Mandalay,Normal,Male,"Sports and travel",75.92,8,637.728,607.36,30.368,5.5,2019-03-20,2019,Mar
556-97-7101,C,Naypyitaw,Normal,Female,"Electronic accessories",63.22,2,132.762,126.44,6.322,8.5,2019-01-01,2019,Jan
862-59-8517,C,Naypyitaw,Normal,Female,"Food and beverages",90.24,6,568.512,541.44,27.072,6.2,2019-01-27,2019,Jan
401-18-8016,B,Mandalay,Member,Female,"Sports and travel",98.13,1,103.0365,98.13,4.9065,8.9,2019-01-21,2019,Jan
420-18-8989,A,Yangon,Member,Female,"Sports and travel",51.52,8,432.768,412.16,20.608,9.6,2019-02-02,2019,Feb
277-63-2961,B,Mandalay,Member,Male,"Sports and travel",73.97,1,77.6685,73.97,3.6985,5.4,2019-02-03,2019,Feb
573-98-8548,C,Naypyitaw,Member,Female,"Fashion accessories",31.9,1,33.495,31.9,1.595,9.1,2019-01-05,2019,Jan
620-02-2046,C,Naypyitaw,Normal,Male,"Home and lifestyle",69.4,2,145.74,138.8,6.94,9,2019-01-27,2019,Jan
282-35-2475,B,Mandalay,Normal,Female,"Sports and travel",93.31,2,195.951,186.62,9.331,6.3,2019-03-25,2019,Mar
511-54-3087,B,Mandalay,Normal,Male,"Sports and travel",88.45,1,92.8725,88.45,4.4225,9.5,2019-02-25,2019,Feb
726-29-6793,A,Yangon,Member,Male,"Electronic accessories",24.18,8,203.112,193.44,9.672,9.8,2019-01-28,2019,Jan
387-49-4215,B,Mandalay,Member,Female,"Sports and travel",48.5,3,152.775,145.5,7.275,6.7,2019-01-08,2019,Jan
862-17-9201,B,Mandalay,Normal,Female,"Food and beverages",84.05,6,529.515,504.3,25.215,7.7,2019-01-29,2019,Jan
291-21-5991,B,Mandalay,Member,Male,"Health and beauty",61.29,5,321.7725,306.45,15.3225,7,2019-03-29,2019,Mar
602-80-9671,C,Naypyitaw,Member,Female,"Home and lifestyle",15.95,6,100.485,95.7,4.785,5.1,2019-02-09,2019,Feb
347-72-6115,B,Mandalay,Member,Female,"Sports and travel",90.74,7,666.939,635.18,31.759,6.2,2019-01-16,2019,Jan
209-61-0206,A,Yangon,Normal,Female,"Home and lifestyle",42.91,5,225.2775,214.55,10.7275,6.1,2019-01-05,2019,Jan
595-27-4851,A,Yangon,Normal,Female,"Fashion accessories",54.28,7,398.958,379.96,18.998,9.3,2019-01-27,2019,Jan
189-52-0236,A,Yangon,Normal,Male,"Electronic accessories",99.55,7,731.6925,696.85,34.8425,7.6,2019-03-14,2019,Mar
503-07-0930,C,Naypyitaw,Member,Male,"Sports and travel",58.39,7,429.1665,408.73,20.4365,8.2,2019-02-23,2019,Feb
413-20-6708,C,Naypyitaw,Member,Female,"Fashion accessories",51.47,1,54.0435,51.47,2.5735,8.5,2019-03-18,2019,Mar
425-85-2085,B,Mandalay,Member,Male,"Health and beauty",54.86,5,288.015,274.3,13.715,9.8,2019-03-29,2019,Mar
521-18-7827,C,Naypyitaw,Member,Male,"Home and lifestyle",39.39,5,206.7975,196.95,9.8475,8.7,2019-01-22,2019,Jan
220-28-1851,A,Yangon,Normal,Male,"Home and lifestyle",34.73,2,72.933,69.46,3.473,9.7,2019-03-01,2019,Mar
600-38-9738,C,Naypyitaw,Member,Male,"Sports and travel",71.92,5,377.58,359.6,17.98,4.3,2019-01-17,2019,Jan
734-91-1155,B,Mandalay,Normal,Female,"Electronic accessories",45.71,3,143.9865,137.13,6.8565,7.7,2019-03-26,2019,Mar
451-28-5717,C,Naypyitaw,Member,Female,"Home and lifestyle",83.17,6,523.971,499.02,24.951,7.3,2019-03-20,2019,Mar
609-81-8548,A,Yangon,Member,Female,"Home and lifestyle",37.44,6,235.872,224.64,11.232,5.9,2019-02-06,2019,Feb
133-14-7229,C,Naypyitaw,Normal,Male,"Health and beauty",62.87,2,132.027,125.74,6.287,5,2019-01-01,2019,Jan
534-01-4457,A,Yangon,Normal,Male,"Food and beverages",81.71,6,514.773,490.26,24.513,8,2019-01-27,2019,Jan
719-89-8991,A,Yangon,Member,Female,"Sports and travel",91.41,5,479.9025,457.05,22.8525,7.1,2019-02-25,2019,Feb
286-62-6248,B,Mandalay,Normal,Male,"Fashion accessories",39.21,4,164.682,156.84,7.842,9,2019-01-16,2019,Jan
339-38-9982,B,Mandalay,Member,Male,"Fashion accessories",59.86,2,125.706,119.72,5.986,6.7,2019-01-13,2019,Jan
827-44-5872,B,Mandalay,Member,Female,"Food and beverages",54.36,10,570.78,543.6,27.18,6.1,2019-02-07,2019,Feb
827-77-7633,A,Yangon,Normal,Male,"Sports and travel",98.09,9,926.9505,882.81,44.1405,9.3,2019-02-17,2019,Feb
287-83-1405,A,Yangon,Normal,Male,"Health and beauty",25.43,6,160.209,152.58,7.629,7,2019-02-12,2019,Feb
435-13-4908,A,Yangon,Member,Male,"Fashion accessories",86.68,8,728.112,693.44,34.672,7.2,2019-01-24,2019,Jan
857-67-9057,B,Mandalay,Normal,Male,"Electronic accessories",22.95,10,240.975,229.5,11.475,8.2,2019-02-06,2019,Feb
236-27-1144,C,Naypyitaw,Normal,Female,"Food and beverages",16.31,9,154.1295,146.79,7.3395,8.4,2019-03-26,2019,Mar
892-05-6689,A,Yangon,Normal,Female,"Home and lifestyle",28.32,5,148.68,141.6,7.08,6.2,2019-03-11,2019,Mar
583-41-4548,C,Naypyitaw,Normal,Male,"Home and lifestyle",16.67,7,122.5245,116.69,5.8345,7.4,2019-02-07,2019,Feb
339-12-4827,B,Mandalay,Member,Female,"Fashion accessories",73.96,1,77.658,73.96,3.698,5,2019-01-05,2019,Jan
643-38-7867,A,Yangon,Normal,Male,"Home and lifestyle",97.94,1,102.837,97.94,4.897,6.9,2019-03-07,2019,Mar
308-81-0538,A,Yangon,Normal,Female,"Fashion accessories",73.05,4,306.81,292.2,14.61,4.9,2019-02-25,2019,Feb
358-88-9262,C,Naypyitaw,Member,Female,"Food and beverages",87.48,6,551.124,524.88,26.244,5.1,2019-02-01,2019,Feb
460-35-4390,A,Yangon,Normal,Male,"Home and lifestyle",30.68,3,96.642,92.04,4.602,9.1,2019-01-22,2019,Jan
343-87-0864,C,Naypyitaw,Member,Male,"Health and beauty",75.88,1,79.674,75.88,3.794,7.1,2019-01-03,2019,Jan
173-50-1108,B,Mandalay,Member,Female,"Sports and travel",20.18,4,84.756,80.72,4.036,5,2019-02-13,2019,Feb
243-47-2663,C,Naypyitaw,Member,Male,"Electronic accessories",18.77,6,118.251,112.62,5.631,5.5,2019-01-28,2019,Jan
841-18-8232,B,Mandalay,Normal,Female,"Food and beverages",71.2,1,74.76,71.2,3.56,9.2,2019-01-05,2019,Jan
701-23-5550,B,Mandalay,Member,Male,"Home and lifestyle",38.81,4,163.002,155.24,7.762,4.9,2019-03-19,2019,Mar
647-50-1224,A,Yangon,Normal,Female,"Fashion accessories",29.42,10,308.91,294.2,14.71,8.9,2019-01-12,2019,Jan
541-48-8554,A,Yangon,Normal,Male,"Sports and travel",60.95,9,575.9775,548.55,27.4275,6,2019-01-07,2019,Jan
539-21-7227,B,Mandalay,Normal,Female,"Sports and travel",51.54,5,270.585,257.7,12.885,4.2,2019-01-26,2019,Jan
213-32-1216,A,Yangon,Normal,Female,"Electronic accessories",66.06,6,416.178,396.36,19.818,7.3,2019-01-23,2019,Jan
747-58-7183,B,Mandalay,Normal,Male,"Fashion accessories",57.27,3,180.4005,171.81,8.5905,6.5,2019-02-09,2019,Feb
582-52-8065,B,Mandalay,Normal,Female,"Fashion accessories",54.31,9,513.2295,488.79,24.4395,8.9,2019-02-22,2019,Feb
210-57-1719,B,Mandalay,Normal,Female,"Health and beauty",58.24,9,550.368,524.16,26.208,9.7,2019-02-05,2019,Feb
399-69-4630,C,Naypyitaw,Normal,Male,"Electronic accessories",22.21,6,139.923,133.26,6.663,8.6,2019-03-07,2019,Mar
134-75-2619,A,Yangon,Member,Male,"Electronic accessories",19.32,7,142.002,135.24,6.762,6.9,2019-03-25,2019,Mar
356-44-8813,B,Mandalay,Normal,Male,"Home and lifestyle",37.48,3,118.062,112.44,5.622,7.7,2019-01-20,2019,Jan
198-66-9832,B,Mandalay,Member,Female,"Fashion accessories",72.04,2,151.284,144.08,7.204,9.5,2019-02-04,2019,Feb
283-26-5248,C,Naypyitaw,Member,Female,"Food and beverages",98.52,10,1034.46,985.2,49.26,4.5,2019-01-30,2019,Jan
712-39-0363,A,Yangon,Member,Male,"Food and beverages",41.66,6,262.458,249.96,12.498,5.6,2019-01-02,2019,Jan
218-59-9410,A,Yangon,Member,Female,"Home and lifestyle",72.42,3,228.123,217.26,10.863,8.2,2019-03-29,2019,Mar
174-75-0888,B,Mandalay,Normal,Male,"Electronic accessories",21.58,9,203.931,194.22,9.711,7.3,2019-03-14,2019,Mar
866-99-7614,C,Naypyitaw,Normal,Male,"Food and beverages",89.2,10,936.6,892,44.6,4.4,2019-02-11,2019,Feb
134-54-4720,B,Mandalay,Normal,Female,"Electronic accessories",42.42,8,356.328,339.36,16.968,5.7,2019-01-30,2019,Jan
760-90-2357,A,Yangon,Member,Male,"Electronic accessories",74.51,6,469.413,447.06,22.353,5,2019-03-20,2019,Mar
514-37-2845,B,Mandalay,Normal,Male,"Fashion accessories",99.25,2,208.425,198.5,9.925,9,2019-03-20,2019,Mar
698-98-5964,A,Yangon,Normal,Female,"Food and beverages",81.21,10,852.705,812.1,40.605,6.3,2019-01-17,2019,Jan
718-57-9773,C,Naypyitaw,Normal,Female,"Sports and travel",49.33,10,517.965,493.3,24.665,9.4,2019-02-03,2019,Feb
651-88-7328,A,Yangon,Normal,Female,"Fashion accessories",65.74,9,621.243,591.66,29.583,7.7,2019-01-01,2019,Jan
241-11-2261,B,Mandalay,Normal,Female,"Fashion accessories",79.86,7,586.971,559.02,27.951,5.5,2019-01-10,2019,Jan
408-26-9866,C,Naypyitaw,Normal,Female,"Sports and travel",73.98,7,543.753,517.86,25.893,4.1,2019-03-02,2019,Mar
834-83-1826,B,Mandalay,Member,Female,"Home and lifestyle",82.04,5,430.71,410.2,20.51,7.6,2019-02-25,2019,Feb
343-61-3544,B,Mandalay,Member,Male,"Sports and travel",26.67,10,280.035,266.7,13.335,8.6,2019-01-29,2019,Jan
239-48-4278,A,Yangon,Member,Male,"Food and beverages",10.13,7,74.4555,70.91,3.5455,8.3,2019-03-10,2019,Mar
355-34-6244,B,Mandalay,Normal,Male,"Food and beverages",72.39,2,152.019,144.78,7.239,8.1,2019-01-13,2019,Jan
550-84-8664,A,Yangon,Normal,Male,"Sports and travel",85.91,5,451.0275,429.55,21.4775,8.6,2019-03-22,2019,Mar
339-96-8318,B,Mandalay,Member,Male,"Fashion accessories",81.31,7,597.6285,569.17,28.4585,6.3,2019-03-01,2019,Mar
458-61-0011,B,Mandalay,Normal,Male,"Food and beverages",60.3,4,253.26,241.2,12.06,5.8,2019-02-20,2019,Feb
592-34-6155,C,Naypyitaw,Normal,Male,"Food and beverages",31.77,4,133.434,127.08,6.354,6.2,2019-01-14,2019,Jan
797-88-0493,A,Yangon,Normal,Female,"Health and beauty",64.27,4,269.934,257.08,12.854,7.7,2019-03-26,2019,Mar
207-73-1363,B,Mandalay,Normal,Male,"Health and beauty",69.51,2,145.971,139.02,6.951,8.1,2019-03-01,2019,Mar
390-31-6381,C,Naypyitaw,Normal,Male,"Food and beverages",27.22,3,85.743,81.66,4.083,7.3,2019-01-07,2019,Jan
443-82-0585,A,Yangon,Member,Female,"Health and beauty",77.68,4,326.256,310.72,15.536,8.4,2019-02-01,2019,Feb
339-18-7061,C,Naypyitaw,Member,Female,"Fashion accessories",92.98,2,195.258,185.96,9.298,8,2019-02-13,2019,Feb
359-90-3665,B,Mandalay,Member,Female,"Fashion accessories",18.08,4,75.936,72.32,3.616,9.5,2019-01-14,2019,Jan
375-72-3056,B,Mandalay,Normal,Male,"Sports and travel",63.06,3,198.639,189.18,9.459,7,2019-01-19,2019,Jan
127-47-6963,A,Yangon,Normal,Male,"Health and beauty",51.71,4,217.182,206.84,10.342,9.8,2019-03-09,2019,Mar
278-86-2735,A,Yangon,Normal,Female,"Food and beverages",52.34,3,164.871,157.02,7.851,9.2,2019-03-27,2019,Mar
695-28-6250,A,Yangon,Normal,Female,"Sports and travel",43.06,5,226.065,215.3,10.765,7.7,2019-02-04,2019,Feb
379-17-6588,C,Naypyitaw,Normal,Male,"Fashion accessories",59.61,10,625.905,596.1,29.805,5.3,2019-03-14,2019,Mar
227-50-3718,A,Yangon,Normal,Male,"Health and beauty",14.62,5,76.755,73.1,3.655,4.4,2019-03-04,2019,Mar
302-15-2162,C,Naypyitaw,Member,Male,"Health and beauty",46.53,6,293.139,279.18,13.959,4.3,2019-03-03,2019,Mar
788-07-8452,C,Naypyitaw,Member,Female,"Home and lifestyle",24.24,7,178.164,169.68,8.484,9.4,2019-01-27,2019,Jan
560-49-6611,A,Yangon,Member,Female,"Sports and travel",45.58,1,47.859,45.58,2.279,9.8,2019-02-07,2019,Feb
880-35-0356,A,Yangon,Member,Female,"Sports and travel",75.2,3,236.88,225.6,11.28,4.8,2019-02-05,2019,Feb
585-11-6748,B,Mandalay,Member,Male,"Sports and travel",96.8,3,304.92,290.4,14.52,5.3,2019-03-15,2019,Mar
470-31-3286,B,Mandalay,Normal,Male,"Health and beauty",14.82,3,46.683,44.46,2.223,8.7,2019-03-01,2019,Mar
152-68-2907,A,Yangon,Normal,Male,"Food and beverages",52.2,3,164.43,156.6,7.83,9.5,2019-02-15,2019,Feb
123-35-4896,C,Naypyitaw,Normal,Female,"Sports and travel",46.66,9,440.937,419.94,20.997,5.3,2019-02-17,2019,Feb
258-69-7810,C,Naypyitaw,Normal,Female,"Fashion accessories",36.85,5,193.4625,184.25,9.2125,9.2,2019-01-26,2019,Jan
334-64-2006,A,Yangon,Member,Female,"Home and lifestyle",70.32,2,147.672,140.64,7.032,9.6,2019-03-24,2019,Mar
219-61-4139,C,Naypyitaw,Normal,Male,"Electronic accessories",83.08,1,87.234,83.08,4.154,6.4,2019-01-23,2019,Jan
881-41-7302,C,Naypyitaw,Normal,Female,"Fashion accessories",64.99,1,68.2395,64.99,3.2495,4.5,2019-01-26,2019,Jan
373-09-4567,C,Naypyitaw,Normal,Male,"Food and beverages",77.56,10,814.38,775.6,38.78,6.9,2019-03-14,2019,Mar
642-30-6693,B,Mandalay,Normal,Female,"Sports and travel",54.51,6,343.413,327.06,16.353,7.8,2019-03-17,2019,Mar
484-22-8230,C,Naypyitaw,Member,Female,"Fashion accessories",51.89,7,381.3915,363.23,18.1615,4.5,2019-01-08,2019,Jan
830-58-2383,B,Mandalay,Normal,Male,"Home and lifestyle",31.75,4,133.35,127,6.35,8.6,2019-02-08,2019,Feb
559-98-9873,A,Yangon,Member,Female,"Fashion accessories",53.65,7,394.3275,375.55,18.7775,5.2,2019-02-10,2019,Feb
544-32-5024,C,Naypyitaw,Member,Female,"Food and beverages",49.79,4,209.118,199.16,9.958,6.4,2019-03-28,2019,Mar
318-12-0304,A,Yangon,Normal,Male,"Fashion accessories",30.61,1,32.1405,30.61,1.5305,5.2,2019-01-23,2019,Jan
349-97-8902,B,Mandalay,Member,Male,"Food and beverages",57.89,2,121.569,115.78,5.789,8.9,2019-01-17,2019,Jan
421-95-9805,A,Yangon,Normal,Female,"Electronic accessories",28.96,1,30.408,28.96,1.448,6.2,2019-02-07,2019,Feb
277-35-5865,C,Naypyitaw,Member,Female,"Food and beverages",98.97,9,935.2665,890.73,44.5365,6.7,2019-03-09,2019,Mar
789-23-8625,B,Mandalay,Member,Male,"Fashion accessories",93.22,3,293.643,279.66,13.983,7.2,2019-01-24,2019,Jan
284-54-4231,C,Naypyitaw,Member,Male,"Sports and travel",80.93,1,84.9765,80.93,4.0465,9,2019-01-19,2019,Jan
443-59-0061,A,Yangon,Member,Male,"Food and beverages",67.45,10,708.225,674.5,33.725,4.2,2019-02-03,2019,Feb
509-29-3912,A,Yangon,Member,Female,"Sports and travel",38.72,9,365.904,348.48,17.424,4.2,2019-03-20,2019,Mar
327-40-9673,B,Mandalay,Member,Male,"Sports and travel",72.6,6,457.38,435.6,21.78,6.9,2019-01-13,2019,Jan
840-19-2096,C,Naypyitaw,Member,Male,"Electronic accessories",87.91,5,461.5275,439.55,21.9775,4.4,2019-03-14,2019,Mar
828-46-6863,A,Yangon,Member,Male,"Food and beverages",98.53,6,620.739,591.18,29.559,4,2019-01-23,2019,Jan
641-96-3695,C,Naypyitaw,Member,Female,"Fashion accessories",43.46,6,273.798,260.76,13.038,8.5,2019-02-07,2019,Feb
420-97-3340,A,Yangon,Normal,Female,"Food and beverages",71.68,3,225.792,215.04,10.752,9.2,2019-03-28,2019,Mar
436-54-4512,A,Yangon,Member,Female,"Food and beverages",91.61,1,96.1905,91.61,4.5805,9.8,2019-03-20,2019,Mar
670-79-6321,B,Mandalay,Member,Female,"Home and lifestyle",94.59,7,695.2365,662.13,33.1065,4.9,2019-01-17,2019,Jan
852-62-7105,B,Mandalay,Normal,Female,"Fashion accessories",83.25,10,874.125,832.5,41.625,4.4,2019-01-12,2019,Jan
